"CustomerID","Title","CreditCardType","Occupation","Gender","Age","Location","MotorInsurance","MotorValue","MotorType","HealthInsurance","HealthType","HealthDependentsAdults","HealthDependentsKids","TravelInsurance","TravelType","PrefChannel","CardHolder","Married","AgeBuckets","MotorValueBuckets","MotorFlag","MotorLevel","HealthFlag","HealthLevel","TravelFlag","TravelLevel","Instances","customerValue","SalaryIndicator","FamilyIndicator","cluster"
2051,"Ms.","No Card",NA,"female",61,"Rural","No",NA,"No MotorInsurance","Yes","Level2","0","0","Yes","Senior","Phone","No","No",">50","0",0,0,1,2,1,2,2,4,"med","single",1
2052,"Mr.","AMEX","Yardmaster","male",46,"Urban","Yes",18550,"Single","Yes","Level1","1","3","No","0","Email","Yes","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
2053,"Mr.","AMEX",NA,"male",48,"Rural","Yes",16499,"Single","Yes","Level3","0","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,3,0,0,2,5,"med","nuclear family",1
2054,"Ms.","Visa","Gaming manager","female",71,"Rural","Yes",30080,"Single","Yes","Level2","2","0","Yes","Business","Phone","Yes","No",">50","medium",1,2,1,2,1,3,3,7,"high","nuclear family",3
2056,"Ms.","Visa",NA,"female",20,"Urban","Yes",30788,"Bundle","Yes","Level3","0","0","Yes","Business","Email","Yes","No","<=35","medium",1,2,1,3,1,3,3,8,"high","single",2
2057,"Mrs.","AMEX",NA,"female",67,"Rural","Yes",30546,"Bundle","Yes","Level2","1","0","No","0","Email","Yes","Yes",">50","medium",1,2,1,2,0,0,2,4,"med","nuclear family",3
2060,"Mr.","No Card","Word processor","male",45,"Rural","Yes",13940,"Single","Yes","Level1","2","2","Yes","Standard","Phone","No","Yes","36-50","low",1,1,1,1,1,2,3,4,"med","Big family",1
2061,"Ms.","Visa","Land acquisition specialist","female",43,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","2","Yes","Standard","Email","Yes","No","36-50","0",0,0,1,2,1,2,2,4,"med","Big family",1
2062,"Mr.","Visa",NA,"male",19,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
2063,"Mrs.","AMEX","Community planner","female",22,"Urban","Yes",26370,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","Yes","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2064,"Mr.","AMEX",NA,"male",54,"Urban","Yes",13770,"Single","Yes","Level2","2","3","No","0","Phone","Yes","Yes",">50","low",1,1,1,2,0,0,2,3,"low","Big family",1
2066,"Ms.","AMEX",NA,"female",18,"Rural","Yes",29851,"Bundle","Yes","Level1","0","0","Yes","Premium","Phone","Yes","No","<=35","medium",1,2,1,1,1,3,3,6,"med","single",2
2067,"Mr.","Visa","Telephone station installer","male",52,"Rural","Yes",20815,"Single","Yes","Level1","2","2","No","0","Phone","Yes","Yes",">50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
2068,"Mrs.","Visa",NA,"female",48,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","3","No","0","Email","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","Big family",1
2069,"Mr.","Visa",NA,"male",71,"Urban","Yes",22043,"Bundle","No","0","No HI","No HI","Yes","Senior","Phone","Yes","No",">50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
2072,"Mr.","AMEX",NA,"male",19,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
2074,"Mrs.","AMEX","Economist","female",49,"Rural","Yes",19594,"Single","Yes","Level2","1","3","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
2075,"Ms.","No Card",NA,"female",49,"Rural","Yes",10424,"Single","Yes","Level2","1","2","No","0","Email","No","No","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
2076,"Mrs.","No Card",NA,"female",19,"Rural","Yes",29634,"Bundle","No","0","No HI","No HI","Yes","Business","Email","No","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2077,"Mrs.","No Card","Political scientist","female",69,"Rural","No",NA,"No MotorInsurance","Yes","Level3","1","0","Yes","Business","Phone","No","Yes",">50","0",0,0,1,3,1,3,2,6,"med","nuclear family",1
2078,"Mrs.","Visa","Surveillance officer","female",44,"Rural","Yes",13002,"Single","Yes","Level2","2","3","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
2080,"Mr.","No Card","Environmental technician","male",46,"Rural","Yes",37308,"Single","Yes","Level3","1","2","Yes","Standard","Email","No","Yes","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
2081,"Mrs.","AMEX","Switchboard operator","female",48,"Urban","Yes",37179,"Single","Yes","Level3","1","3","Yes","Business","SMS","Yes","Yes","36-50","high",1,3,1,3,1,3,3,9,"high","Big family",3
2082,"Mrs.","Visa","Sports competitor","female",19,"Urban","Yes",5165,"Bundle","No","0","No HI","No HI","No","0","SMS","Yes","Yes","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
2083,"Mr.","AMEX","Paralegal","male",18,"Rural","Yes",25226,"Bundle","Yes","Level1","1","0","Yes","Business","Email","Yes","No","<=35","medium",1,2,1,1,1,3,3,6,"med","nuclear family",2
2084,"Mr.","AMEX","Industrial millwright","male",45,"Urban","Yes",36760,"Single","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","36-50","high",1,3,0,0,1,2,2,5,"med","No Health Insurance",3
2085,"Ms.","AMEX",NA,"female",18,"Urban","Yes",5504,"Bundle","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","low",1,1,0,0,1,1,2,2,"low","No Health Insurance",2
2086,"Ms.","AMEX","Liquid waste treatment plant and system operator","female",46,"Rural","Yes",11544,"Single","Yes","Level2","1","3","No","0","Phone","Yes","No","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
2087,"Mrs.","No Card","Employment interviewer","female",52,"Rural","Yes",13927,"Single","No","0","No HI","No HI","Yes","Business","Email","No","Yes",">50","low",1,1,0,0,1,3,2,4,"med","No Health Insurance",1
2088,"Mr.","Visa",NA,"male",44,"Urban","Yes",31499,"Single","Yes","Level1","0","3","No","0","Email","Yes","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",3
2089,"Mr.","Visa","Floor broker","male",55,"Rural","Yes",19793,"Single","Yes","Level3","0","3","Yes","Standard","Phone","Yes","Yes",">50","medium",1,2,1,3,1,2,3,7,"high","Big family",1
2091,"Mrs.","AMEX","Secretarial assistant","female",46,"Rural","Yes",32598,"Single","Yes","Level3","1","2","Yes","Senior","Email","Yes","Yes","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
2092,"Mr.","AMEX","Grounds maintenance worker","male",44,"Urban","Yes",29495,"Single","Yes","Level2","2","2","Yes","Business","Phone","Yes","Yes","36-50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
2093,"Mr.","Visa","Footwear and accessory designer","male",50,"Rural","Yes",18583,"Single","Yes","Level2","2","2","No","0","SMS","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
2095,"Mrs.","AMEX","U.S. Border Patrol agent","female",48,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","3","No","0","Phone","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","Big family",1
2096,"Dr.","Visa",NA,"female",47,"Rural","Yes",17712,"Single","Yes","Level2","2","2","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
2097,"Mrs.","Visa",NA,"female",46,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Email","Yes","Yes","36-50","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",1
2098,"Mr.","AMEX","Educational counselor","male",46,"Urban","Yes",32011,"Single","Yes","Level2","1","2","Yes","Premium","Phone","Yes","Yes","36-50","medium",1,2,1,2,1,3,3,7,"high","Big family",3
2099,"Ms.","AMEX","Forensic nurse","female",46,"Urban","Yes",32414,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","high",1,3,0,0,0,0,1,3,"low","No Health Insurance",3
2100,"Mr.","AMEX","Painting coating and decorating worker","male",46,"Urban","Yes",33329,"Single","Yes","Level2","0","2","No","0","Email","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","nuclear family",3
2101,"Ms.","AMEX",NA,"female",20,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",2
2102,"Mr.","Visa","Bill and account collector","male",46,"Rural","Yes",31261,"Single","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","36-50","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",3
2103,"Mrs.","Visa",NA,"female",20,"Urban","Yes",33121,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","Yes","<=35","high",1,3,0,0,1,3,2,6,"med","No Health Insurance",2
2104,"Ms.","Visa","Broker","female",20,"Urban","Yes",16333,"Bundle","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2105,"Mrs.","AMEX",NA,"female",69,"Rural","No",NA,"No MotorInsurance","Yes","Level2","1","0","Yes","Senior","Phone","Yes","Yes",">50","0",0,0,1,2,1,2,2,4,"med","nuclear family",1
2107,"Ms.","Visa","Railroad signal operator","female",18,"Urban","Yes",28611,"Bundle","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2108,"Mrs.","Visa",NA,"female",22,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Premium","Email","Yes","Yes","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
2109,"Ms.","Visa","Life skill counselor","female",20,"Rural","Yes",25540,"Bundle","Yes","Level1","0","0","No","0","Email","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","single",2
2110,"Dr.","AMEX","Construction electrician","male",52,"Urban","Yes",11722,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No",">50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
2111,"Mrs.","No Card",NA,"female",23,"Urban","Yes",30575,"Bundle","No","0","No HI","No HI","Yes","Business","Phone","No","Yes","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2112,"Ms.","Visa",NA,"female",43,"Urban","Yes",30413,"Single","Yes","Level2","0","2","Yes","Backpacker","Email","Yes","No","36-50","medium",1,2,1,2,1,1,3,5,"med","nuclear family",3
2113,"Mr.","AMEX","Shoe machine operator","male",47,"Urban","Yes",35514,"Single","Yes","Level3","1","2","No","0","Email","Yes","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
2114,"Ms.","AMEX","Certified public accountant","female",46,"Rural","Yes",36612,"Single","Yes","Level3","1","2","Yes","Business","Phone","Yes","No","36-50","high",1,3,1,3,1,3,3,9,"high","Big family",3
2116,"Mr.","AMEX",NA,"male",19,"Rural","Yes",4975,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",2
2117,"Ms.","Visa",NA,"female",47,"Urban","Yes",37462,"Single","Yes","Level1","1","3","No","0","Email","Yes","No","36-50","high",1,3,1,1,0,0,2,4,"med","Big family",3
2118,"Ms.","Visa","Semiconductor assembler","female",45,"Rural","No",NA,"No MotorInsurance","Yes","Level2","0","3","Yes","Standard","SMS","Yes","No","36-50","0",0,0,1,2,1,2,2,4,"med","Big family",1
2119,"Mrs.","Visa","Bartender helper","female",63,"Rural","Yes",32170,"Single","Yes","Level3","1","0","No","0","Phone","Yes","Yes",">50","medium",1,2,1,3,0,0,2,5,"med","nuclear family",3
2120,"Mr.","No Card","Educational consultant","male",38,"Urban","Yes",34037,"Single","Yes","Level2","1","3","No","0","Email","No","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
2121,"Mr.","No Card","Passenger rate clerk","male",48,"Urban","Yes",31489,"Single","Yes","Level3","0","3","No","0","Phone","No","Yes","36-50","medium",1,2,1,3,0,0,2,5,"med","Big family",3
2123,"Mr.","Visa","Sound engineering technician","male",21,"Urban","Yes",21583,"Bundle","No","0","No HI","No HI","Yes","Premium","SMS","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2124,"Mrs.","Visa",NA,"female",46,"Urban","No",NA,"No MotorInsurance","Yes","Level1","1","2","Yes","Standard","Phone","Yes","Yes","36-50","0",0,0,1,1,1,2,2,3,"low","Big family",1
2125,"Mrs.","No Card",NA,"female",21,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Premium","SMS","No","Yes","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
2126,"Mr.","Visa","LAN manager","male",44,"Urban","No",NA,"No MotorInsurance","Yes","Level1","0","3","Yes","Premium","Email","Yes","Yes","36-50","0",0,0,1,1,1,3,2,4,"med","Big family",1
2127,"Mrs.","AMEX","Bodyguard","female",64,"Rural","Yes",24848,"Bundle","Yes","Level3","0","0","Yes","Senior","Phone","Yes","Yes",">50","medium",1,2,1,3,1,2,3,7,"high","single",3
2128,"Ms.","No Card","Assignment editor","female",42,"Urban","Yes",34809,"Single","Yes","Level1","1","3","No","0","Email","No","No","36-50","high",1,3,1,1,0,0,2,4,"med","Big family",3
2129,"Mr.","Visa",NA,"male",45,"Rural","No",NA,"No MotorInsurance","Yes","Level2","1","3","Yes","Business","Phone","Yes","Yes","36-50","0",0,0,1,2,1,3,2,5,"med","Big family",1
2130,"Ms.","Visa","Audio control engineer","female",21,"Rural","Yes",23790,"Bundle","No","0","No HI","No HI","No","0","Phone","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
2131,"Ms.","Visa",NA,"female",49,"Rural","Yes",18709,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",1
2132,"Mr.","AMEX","Courtesy van driver","male",21,"Urban","Yes",25127,"Single","Yes","Level1","1","0","No","0","Phone","Yes","No","<=35","medium",1,2,1,1,0,0,2,3,"low","nuclear family",2
2133,"Mr.","AMEX",NA,"male",66,"Rural","No",NA,"No MotorInsurance","Yes","Level3","1","0","Yes","Standard","Phone","Yes","No",">50","0",0,0,1,3,1,2,2,5,"med","nuclear family",1
2134,"Ms.","Visa","Bookmobile driver","female",20,"Rural","Yes",24008,"Bundle","No","0","No HI","No HI","Yes","Standard","Email","Yes","No","<=35","medium",1,2,0,0,1,2,2,4,"med","No Health Insurance",2
2135,"Mr.","AMEX","Compensation benefits and job analysis specialist","male",20,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","Email","Yes","No","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
2136,"Ms.","AMEX","Executive","female",48,"Urban","Yes",32520,"Single","Yes","Level2","0","3","Yes","Business","Email","Yes","No","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
2137,"Mrs.","No Card",NA,"female",44,"Urban","Yes",32773,"Single","Yes","Level2","0","2","No","0","SMS","No","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","nuclear family",3
2138,"Ms.","Visa","Personal secretary","female",50,"Rural","Yes",13032,"Single","No","0","No HI","No HI","Yes","Standard","Phone","Yes","No","36-50","low",1,1,0,0,1,2,2,3,"low","No Health Insurance",1
2139,"Mr.","No Card","Clinical laboratory scientist","male",62,"Rural","Yes",24507,"Single","Yes","Level2","0","0","Yes","Senior","Phone","No","No",">50","medium",1,2,1,2,1,2,3,6,"med","single",3
2140,"Mr.","No Card",NA,"male",45,"Urban","Yes",15018,"Single","Yes","Level2","1","3","No","0","Phone","No","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
2141,"Mr.","AMEX","Office and administrative support worker supervisor","male",46,"Rural","Yes",13575,"Single","Yes","Level1","0","3","No","0","Phone","Yes","Yes","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
2142,"Mr.","AMEX","Direct care worker","male",19,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Premium","Email","Yes","No","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
2143,"Mr.","No Card","Brokerage sales assistant","male",50,"Urban","Yes",35259,"Single","Yes","Level3","1","3","No","0","Email","No","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
2144,"Mr.","Visa","Pulmonary function technologist","male",53,"Rural","Yes",34242,"Bundle","Yes","Level3","1","2","Yes","Standard","Phone","Yes","Yes",">50","high",1,3,1,3,1,2,3,8,"high","Big family",3
2145,"Ms.","No Card","Emergency medical technician","female",48,"Urban","Yes",38256,"Bundle","Yes","Level2","1","3","Yes","Business","Phone","No","No","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
2147,"Mrs.","Visa",NA,"female",45,"Urban","Yes",14045,"Single","No","0","No HI","No HI","No","0","Phone","Yes","Yes","36-50","low",1,1,0,0,0,0,1,1,"low","No Health Insurance",1
2148,"Mr.","AMEX","Rail yard engineer","male",75,"Urban","Yes",23801,"Single","Yes","Level1","0","0","Yes","Senior","Phone","Yes","No",">50","medium",1,2,1,1,1,2,3,5,"med","single",3
2149,"Mrs.","AMEX",NA,"female",46,"Urban","Yes",32900,"Single","Yes","Level3","1","3","Yes","Standard","Email","Yes","Yes","36-50","high",1,3,1,3,1,2,3,8,"high","Big family",3
2150,"Mr.","Visa",NA,"male",20,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","<=35","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",2
2154,"Mr.","Visa","Self enrichment teacher","male",21,"Urban","Yes",29801,"Bundle","Yes","Level3","0","0","Yes","Business","Email","Yes","No","<=35","medium",1,2,1,3,1,3,3,8,"high","single",2
2155,"Mr.","No Card",NA,"male",71,"Rural","Yes",26659,"Bundle","Yes","Level1","1","0","Yes","Senior","Phone","No","No",">50","medium",1,2,1,1,1,2,3,5,"med","nuclear family",3
2156,"Mr.","AMEX","Ambulance dispatcher","male",22,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","SMS","Yes","No","<=35","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",2
2158,"Dr.","Visa","Local truck driver","male",21,"Urban","Yes",20259,"Single","No","0","No HI","No HI","No","0","SMS","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
2159,"Mr.","AMEX","Aircraft flight engineer","male",44,"Rural","Yes",16845,"Single","Yes","Level2","1","3","No","0","Phone","Yes","Yes","36-50","medium",1,2,1,2,0,0,2,4,"med","Big family",1
2161,"Ms.","AMEX","College counselor","female",70,"Urban","Yes",26987,"Single","Yes","Level2","2","0","Yes","Business","Phone","Yes","No",">50","medium",1,2,1,2,1,3,3,7,"high","nuclear family",3
2162,"Mrs.","Visa","Urban and transportation geographer","female",19,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","Email","Yes","Yes","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
2163,"Mr.","Visa",NA,"male",44,"Urban","Yes",38256,"Single","Yes","Level2","1","2","Yes","Premium","Phone","Yes","Yes","36-50","high",1,3,1,2,1,3,3,8,"high","Big family",3
2164,"Dr.","AMEX","Excavating and loading machine and dragline operator","male",20,"Urban","No",NA,"No MotorInsurance","Yes","Level1","0","0","Yes","Premium","Email","Yes","No","<=35","0",0,0,1,1,1,3,2,4,"med","single",2
2165,"Ms.","AMEX","Plating and coating machine setter","female",18,"Urban","Yes",26248,"Bundle","No","0","No HI","No HI","No","0","Email","Yes","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
2166,"Mr.","AMEX","Psychologist","male",51,"Rural","Yes",9749,"Single","Yes","Level2","0","2","No","0","Phone","Yes","Yes",">50","low",1,1,1,2,0,0,2,3,"low","nuclear family",1
2169,"Mr.","Visa",NA,"male",44,"Urban","Yes",34259,"Bundle","Yes","Level2","0","3","No","0","Email","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
2170,"Mr.","No Card","Design printing machine operator","male",49,"Rural","Yes",13564,"Single","Yes","Level3","1","3","No","0","Phone","No","Yes","36-50","low",1,1,1,3,0,0,2,4,"med","Big family",1
2171,"Mr.","No Card","Media planner","male",48,"Urban","Yes",36007,"Single","Yes","Level3","1","2","No","0","Phone","No","Yes","36-50","high",1,3,1,3,0,0,2,6,"med","Big family",3
2172,"Mr.","No Card","Studio camera operator","male",18,"Rural","Yes",24686,"Bundle","No","0","No HI","No HI","No","0","Email","No","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
2173,"Ms.","No Card",NA,"female",51,"Rural","Yes",17518,"Single","No","0","No HI","No HI","No","0","Email","No","No",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",1
2174,"Ms.","Visa",NA,"female",54,"Urban","Yes",31680,"Single","No","0","No HI","No HI","No","0","Email","Yes","No",">50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
2175,"Mrs.","No Card","Library clerk","female",43,"Urban","Yes",34636,"Single","Yes","Level2","1","3","No","0","Email","No","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
2176,"Mr.","AMEX","Hairstylist","male",49,"Rural","Yes",11667,"Single","Yes","Level3","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,3,0,0,2,4,"med","Big family",1
2177,"Mrs.","AMEX",NA,"female",45,"Urban","Yes",33692,"Bundle","Yes","Level2","1","2","No","0","Email","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","Big family",3
2178,"Mrs.","Visa","Product designer","female",24,"Urban","Yes",18134,"Bundle","No","0","No HI","No HI","No","0","SMS","Yes","Yes","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
2179,"Ms.","No Card","Public relations consultant","female",49,"Urban","Yes",19450,"Single","Yes","Level3","1","3","No","0","Phone","No","No","36-50","medium",1,2,1,3,0,0,2,5,"med","Big family",1
2180,"Mr.","AMEX","Clerk","male",66,"Rural","Yes",30088,"Single","Yes","Level3","0","0","No","0","Phone","Yes","No",">50","medium",1,2,1,3,0,0,2,5,"med","single",3
2181,"Mr.","No Card",NA,"male",22,"Rural","Yes",30226,"Bundle","Yes","Level2","0","0","Yes","Business","SMS","No","No","<=35","medium",1,2,1,2,1,3,3,7,"high","single",2
2182,"Mrs.","Visa",NA,"female",48,"Urban","No",NA,"No MotorInsurance","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","0",0,0,1,2,0,0,1,2,"low","Big family",1
2183,"Ms.","Visa","Machine setter","female",64,"Rural","Yes",24154,"Single","Yes","Level3","1","0","No","0","SMS","Yes","No",">50","medium",1,2,1,3,0,0,2,5,"med","nuclear family",3
2184,"Mr.","Visa","Electromechanical equipment assembler","male",46,"Rural","No",NA,"No MotorInsurance","Yes","Level1","0","2","No","0","Email","Yes","Yes","36-50","0",0,0,1,1,0,0,1,1,"low","nuclear family",1
2185,"Mr.","Visa","Rehabilitation nurse","male",67,"Rural","Yes",26893,"Bundle","Yes","Level1","1","0","Yes","Senior","Phone","Yes","No",">50","medium",1,2,1,1,1,2,3,5,"med","nuclear family",3
2186,"Mr.","Visa",NA,"male",45,"Urban","Yes",38256,"Single","Yes","Level2","0","2","No","0","Email","Yes","Yes","36-50","high",1,3,1,2,0,0,2,5,"med","nuclear family",3
2187,"Ms.","AMEX","Control and valve repairer","female",46,"Urban","Yes",30884,"Single","No","0","No HI","No HI","No","0","Phone","Yes","No","36-50","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",3
2188,"Ms.","Visa","Emergency management specialist","female",71,"Rural","No",NA,"No MotorInsurance","Yes","Level2","1","0","No","0","Phone","Yes","No",">50","0",0,0,1,2,0,0,1,2,"low","nuclear family",1
2189,"Mr.","AMEX",NA,"male",57,"Urban","Yes",37038,"Single","Yes","Level2","1","2","Yes","Business","Phone","Yes","Yes",">50","high",1,3,1,2,1,3,3,8,"high","Big family",3
2190,"Mrs.","Visa",NA,"female",49,"Rural","Yes",17908,"Single","No","0","No HI","No HI","Yes","Business","Phone","Yes","Yes","36-50","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",1
2191,"Mr.","Visa",NA,"male",68,"Rural","Yes",20629,"Single","Yes","Level3","1","0","No","0","Email","Yes","No",">50","medium",1,2,1,3,0,0,2,5,"med","nuclear family",1
2192,"Mrs.","Visa","Merchandise displayer","female",18,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","Yes","Yes","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
2193,"Mr.","Visa","Gaming dealer","male",72,"Rural","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Business","Phone","Yes","No",">50","0",0,0,0,0,1,3,1,3,"low","No Health Insurance",1
2194,"Ms.","Visa",NA,"female",50,"Urban","Yes",36766,"Single","Yes","Level2","0","2","Yes","Business","Email","Yes","No","36-50","high",1,3,1,2,1,3,3,8,"high","nuclear family",3
2195,"Mr.","No Card","Pediatric dentist","male",20,"Urban","Yes",23529,"Bundle","No","0","No HI","No HI","Yes","Premium","Email","No","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2196,"Mrs.","AMEX","Garment presser","female",46,"Rural","Yes",13215,"Single","Yes","Level2","1","2","No","0","Phone","Yes","Yes","36-50","low",1,1,1,2,0,0,2,3,"low","Big family",1
2197,"Ms.","Visa",NA,"female",23,"Rural","Yes",24105,"Bundle","No","0","No HI","No HI","Yes","Business","SMS","Yes","No","<=35","medium",1,2,0,0,1,3,2,5,"med","No Health Insurance",2
2199,"Mrs.","AMEX","University professor","female",21,"Rural","Yes",28150,"Bundle","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","Yes","<=35","medium",1,2,0,0,1,1,2,3,"low","No Health Insurance",2
2200,"Mr.","AMEX","Physicist","male",52,"Rural","Yes",12683,"Single","Yes","Level2","2","3","No","0","Email","Yes","Yes",">50","low",1,1,1,2,0,0,2,3,"low","Big family",1
2202,"Mr.","No Card",NA,"male",18,"Urban","Yes",26489,"Bundle","No","0","No HI","No HI","No","0","SMS","No","No","<=35","medium",1,2,0,0,0,0,1,2,"low","No Health Insurance",2
2203,"Mr.","AMEX","Beautician","male",43,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","Yes","Backpacker","Email","Yes","No","36-50","0",0,0,0,0,1,1,1,1,"low","No Health Insurance",1
2204,"Mrs.","AMEX",NA,"female",46,"Rural","Yes",10349,"Single","Yes","Level1","1","3","No","0","Phone","Yes","Yes","36-50","low",1,1,1,1,0,0,2,2,"low","Big family",1
2206,"Mr.","No Card","Cellular technician","male",20,"Urban","No",NA,"No MotorInsurance","No","0","No HI","No HI","No","0","SMS","No","No","<=35","0",0,0,0,0,0,0,0,0,"noClue","No Health Insurance",2
2207,"Mr.","No Card","Personal and home care aide","male",48,"Rural","Yes",19594,"Single","Yes","Level1","1","3","No","0","Email","No","Yes","36-50","medium",1,2,1,1,0,0,2,3,"low","Big family",1
2208,"Mr.","AMEX","Insurance underwriter","male",52,"Rural","Yes",10180,"Bundle","Yes","Level2","0","2","No","0","Email","Yes","Yes",">50","low",1,1,1,2,0,0,2,3,"low","nuclear family",1
