CustomerID,Title,CreditCardType,Occupation,Gender,Age,Location,MotorInsurance,MotorValue,MotorType,HealthInsurance,HealthType,HealthDependentsAdults,HealthDependentsKids,TravelInsurance,TravelType,CardHolder,Married,AgeBuckets,MotorValueBuckets,MotorFlag,MotorLevel,HealthFlag,HealthLevel,TravelFlag,TravelLevel,Instances,customerValue,SalaryIndicator,FamilyIndicator,cluster,PrefChannel,Group
2395,Ms.,No Card,NA,female,55,Urban,Yes,38024,Single,No,0,No HI,No HI,No,0,No,No,>50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
2402,Ms.,No Card,NA,female,45,Urban,Yes,32292,Single,Yes,Level2,1,2,No,0,No,No,36-50,high,1,3,1,2,0,0,2,5,med,Big family,Titan Customers,Email,test
2404,Ms.,Visa,Staffing consultant,female,61,Rural,Yes,28940,Single,Yes,Level3,1,0,Yes,Senior,Yes,No,>50,medium,1,2,1,3,1,2,3,7,high,nuclear family,Titan Customers,Phone,test
2406,Ms.,AMEX,Insurance broker,female,18,Urban,Yes,5005.8,Single,No,0,No HI,No HI,Yes,Standard,Yes,No,<=35,low,1,1,0,0,1,2,2,3,low,No Health Insurance,Millineum Potentials,SMS,test
2411,Ms.,No Card,Maxillofacial surgeon,female,51,Rural,Yes,15402,Single,Yes,Level3,2,2,Yes,Standard,No,No,>50,medium,1,2,1,3,1,2,3,7,high,Big family,Ready Rurals,Phone,test
2417,Ms.,AMEX,Geologist,female,20,Urban,Yes,5005.8,Bundle,No,0,No HI,No HI,No,0,Yes,No,<=35,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
2423,Mrs.,AMEX,NA,female,46,Urban,No,NA,No MotorInsurance,Yes,Level2,1,2,No,0,Yes,Yes,36-50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
2428,Mr.,AMEX,Rail transportation occupation,male,52,Rural,Yes,10789,Bundle,Yes,Level2,1,2,No,0,Yes,Yes,>50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
2429,Ms.,AMEX,Forging machine tender,female,68,Rural,No,NA,No MotorInsurance,Yes,Level3,1,0,No,0,Yes,No,>50,0,0,0,1,3,0,0,1,3,low,nuclear family,Ready Rurals,Phone,test
2438,Mrs.,No Card,Load dispatcher,female,52,Rural,Yes,13758,Single,Yes,Level1,1,3,No,0,No,Yes,>50,low,1,1,1,1,0,0,2,2,low,Big family,Ready Rurals,Phone,test
2443,Mr.,AMEX,Telephone installer,male,45,Rural,Yes,15442,Single,Yes,Level2,0,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Ready Rurals,Phone,test
2450,Mr.,Visa,Conference service coordinator,male,44,Rural,No,NA,No MotorInsurance,Yes,Level2,0,3,No,0,Yes,Yes,36-50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
2453,Dr.,AMEX,NA,male,20,Urban,Yes,5067,Bundle,No,0,No HI,No HI,Yes,Premium,Yes,No,<=35,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Millineum Potentials,SMS,test
2462,Mr.,Visa,NA,male,41,Urban,Yes,29259,Single,Yes,Level1,1,3,No,0,Yes,Yes,36-50,medium,1,2,1,1,0,0,2,3,low,Big family,Titan Customers,Email,test
2476,Mr.,AMEX,NA,male,45,Urban,No,NA,No MotorInsurance,Yes,Level3,1,2,Yes,Business,Yes,Yes,36-50,0,0,0,1,3,1,3,2,6,med,Big family,Ready Rurals,Email,test
2483,Mr.,Visa,Quality control technician,male,41,Rural,Yes,14309,Single,Yes,Level2,1,3,Yes,Premium,Yes,Yes,36-50,low,1,1,1,2,1,3,3,6,med,Big family,Ready Rurals,Phone,test
2493,Mrs.,AMEX,Poultry farmer,female,47,Rural,Yes,11933,Single,Yes,Level3,1,3,No,0,Yes,Yes,36-50,low,1,1,1,3,0,0,2,4,med,Big family,Ready Rurals,Phone,test
2498,Ms.,AMEX,Ambulatory care nurse,female,40,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,No,36-50,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Ready Rurals,Email,test
2499,Mrs.,Visa,Appellate court judge,female,42,Urban,No,NA,No MotorInsurance,Yes,Level3,0,3,Yes,Business,Yes,Yes,36-50,0,0,0,1,3,1,3,2,6,med,Big family,Ready Rurals,Email,test
2506,Mr.,No Card,NA,male,51,Rural,Yes,13516,Single,No,0,No HI,No HI,No,0,No,No,>50,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Ready Rurals,Phone,test
2513,Mr.,Visa,Computer clerk,male,44,Urban,Yes,38180.4,Bundle,Yes,Level2,0,2,No,0,Yes,Yes,36-50,high,1,3,1,2,0,0,2,5,med,nuclear family,Titan Customers,Email,test
2516,Mr.,AMEX,NA,male,20,Urban,Yes,5158,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
2519,Mr.,Visa,Maxillofacial surgeon,male,18,Urban,Yes,5005.8,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
2520,Mr.,Visa,Independent adjuster,male,51,Rural,Yes,18709,Single,Yes,Level2,1,3,No,0,Yes,Yes,>50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
2530,Mr.,Visa,Cryptanalyst,male,45,Urban,Yes,31535,Bundle,Yes,Level2,1,2,Yes,Business,Yes,Yes,36-50,medium,1,2,1,2,1,3,3,7,high,Big family,Titan Customers,Email,test
2532,Mr.,AMEX,Airline pilots,male,64,Rural,Yes,26210,Single,Yes,Level3,0,0,No,0,Yes,No,>50,medium,1,2,1,3,0,0,2,5,med,single,Titan Customers,Phone,test
2536,Ms.,AMEX,NA,female,51,Rural,Yes,16228,Single,No,0,No HI,No HI,No,0,Yes,No,>50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Ready Rurals,Phone,test
2543,Mr.,Visa,Veterinary assistants and laboratory animal caretaker,male,53,Rural,Yes,16726,Single,Yes,Level2,1,2,No,0,Yes,Yes,>50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
2548,Mr.,No Card,NA,male,49,Urban,Yes,31513,Single,Yes,Level2,1,3,Yes,Business,No,Yes,36-50,medium,1,2,1,2,1,3,3,7,high,Big family,Titan Customers,Email,test
2549,Ms.,No Card,NA,female,41,Urban,Yes,29858,Single,Yes,Level2,0,2,Yes,Premium,No,No,36-50,medium,1,2,1,2,1,3,3,7,high,nuclear family,Titan Customers,Email,test
2552,Mr.,AMEX,Door-to-door sales worker,male,45,Urban,Yes,35148,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
2553,Ms.,No Card,Outside order clerk,female,21,Urban,No,NA,No MotorInsurance,Yes,Level1,0,0,Yes,Backpacker,No,No,<=35,0,0,0,1,1,1,1,2,2,low,single,Millineum Potentials,SMS,test
2563,Mr.,Visa,Forensic nurse,male,43,Urban,Yes,35750,Bundle,No,0,No HI,No HI,No,0,Yes,No,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
2564,Mr.,No Card,Chiropractor,male,20,Urban,Yes,5091,Bundle,No,0,No HI,No HI,Yes,Premium,No,No,<=35,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Millineum Potentials,SMS,test
2579,Mr.,AMEX,Winch operator,male,19,Urban,Yes,5005.8,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
2587,Mr.,AMEX,NA,male,70,Rural,Yes,20496,Single,Yes,Level2,0,0,Yes,Senior,Yes,No,>50,medium,1,2,1,2,1,2,3,6,med,single,Titan Customers,Phone,test
2588,Mrs.,Visa,Zoologist,female,19,Urban,Yes,24084,Bundle,No,0,No HI,No HI,No,0,Yes,Yes,<=35,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Millineum Potentials,Email,test
2592,Ms.,AMEX,Radio announcer,female,44,Rural,Yes,14340,Single,No,0,No HI,No HI,Yes,Business,Yes,No,36-50,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Ready Rurals,Phone,test
2599,Mr.,AMEX,NA,male,51,Rural,Yes,8235,Single,Yes,Level3,0,3,Yes,Business,Yes,Yes,>50,low,1,1,1,3,1,3,3,7,high,Big family,Ready Rurals,Phone,test
2605,Ms.,AMEX,NA,female,55,Urban,Yes,18999,Single,Yes,Level2,2,3,No,0,Yes,No,>50,medium,1,2,1,2,0,0,2,4,med,Big family,Titan Customers,Phone,test
2611,Mrs.,AMEX,Machine setter,female,47,Urban,Yes,38180.4,Single,No,0,No HI,No HI,No,0,Yes,Yes,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
2614,Mrs.,Visa,Tax examiner,female,50,Rural,No,NA,No MotorInsurance,Yes,Level3,2,2,No,0,Yes,Yes,36-50,0,0,0,1,3,0,0,1,3,low,Big family,Ready Rurals,Phone,test
2618,Mr.,AMEX,Industrial maintenance worker,male,21,Urban,Yes,5095,Bundle,Yes,Level1,0,0,Yes,Backpacker,Yes,No,<=35,low,1,1,1,1,1,1,3,3,low,single,Millineum Potentials,SMS,test
2620,Mrs.,Visa,Coache,female,52,Urban,Yes,31471,Bundle,Yes,Level2,1,3,Yes,Premium,Yes,Yes,>50,medium,1,2,1,2,1,3,3,7,high,Big family,Titan Customers,Email,test
2624,Ms.,AMEX,Inhalation therapist,female,19,Rural,Yes,24331,Bundle,No,0,No HI,No HI,Yes,Premium,Yes,No,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
2630,Mr.,AMEX,Emergency care nurse,male,22,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,Yes,Business,Yes,No,<=35,0,0,0,0,0,1,3,1,3,low,No Health Insurance,Millineum Potentials,SMS,test
2634,Mr.,No Card,NA,male,49,Urban,Yes,36819,Single,Yes,Level3,1,3,Yes,Business,No,Yes,36-50,high,1,3,1,3,1,3,3,9,high,Big family,Titan Customers,Email,test
2638,Mr.,AMEX,NA,male,45,Urban,Yes,27216,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
2646,Mrs.,AMEX,Product designer,female,48,Urban,Yes,30894,Single,Yes,Level2,1,2,Yes,Premium,Yes,Yes,36-50,medium,1,2,1,2,1,3,3,7,high,Big family,Titan Customers,Email,test
2670,Mrs.,AMEX,Nurse practitioner,female,48,Rural,Yes,14988,Single,Yes,Level2,1,2,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
2673,Ms.,Visa,Physical chemist,female,18,Urban,Yes,5085,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
2677,Mrs.,AMEX,NA,female,45,Urban,Yes,33473,Single,Yes,Level2,1,2,No,0,Yes,Yes,36-50,high,1,3,1,2,0,0,2,5,med,Big family,Titan Customers,Email,test
2687,Mr.,Visa,Cost engineer,male,48,Urban,Yes,32329,Bundle,Yes,Level2,0,3,Yes,Business,Yes,Yes,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
2691,Mrs.,Visa,Staff development specialist,female,20,Urban,Yes,27614,Bundle,Yes,Level1,1,0,Yes,Backpacker,Yes,Yes,<=35,medium,1,2,1,1,1,1,3,4,med,nuclear family,Millineum Potentials,Email,test
2697,Mr.,No Card,Floor broker,male,19,Urban,Yes,5005.8,Bundle,Yes,Level1,1,0,Yes,Backpacker,No,No,<=35,low,1,1,1,1,1,1,3,3,low,nuclear family,Millineum Potentials,Email,test
2713,Mr.,AMEX,Purchasing clerk,male,19,Rural,No,NA,No MotorInsurance,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,0,0,0,0,0,1,1,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
2716,Mr.,Visa,NA,male,66,Rural,Yes,29372,Single,No,0,No HI,No HI,Yes,Senior,Yes,No,>50,medium,1,2,0,0,1,2,2,4,med,No Health Insurance,Titan Customers,Phone,test
2725,Mrs.,No Card,NA,female,53,Rural,Yes,8112,Single,Yes,Level3,1,2,Yes,Business,No,Yes,>50,low,1,1,1,3,1,3,3,7,high,Big family,Ready Rurals,Phone,test
2731,Mr.,AMEX,Letterpress operator,male,46,Urban,Yes,31111,Bundle,No,0,No HI,No HI,No,0,Yes,No,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
2735,Mrs.,Visa,Administrative services manager,female,43,Rural,Yes,15332,Single,Yes,Level2,2,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
2736,Mr.,AMEX,NA,male,20,Urban,Yes,31358,Bundle,Yes,Level1,0,0,Yes,Premium,Yes,No,<=35,medium,1,2,1,1,1,3,3,6,med,single,Millineum Potentials,Email,test
2738,Ms.,AMEX,Occupational health and safety inspector,female,19,Urban,Yes,5126,Bundle,No,0,No HI,No HI,No,0,Yes,No,<=35,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
2743,Mrs.,No Card,NA,female,42,Urban,Yes,31269,Single,Yes,Level1,1,3,No,0,No,Yes,36-50,medium,1,2,1,1,0,0,2,3,low,Big family,Titan Customers,Email,test
2748,Mr.,Visa,Copy editor,male,52,Rural,No,NA,No MotorInsurance,Yes,Level3,1,2,No,0,Yes,Yes,>50,0,0,0,1,3,0,0,1,3,low,Big family,Ready Rurals,Phone,test
2754,Mrs.,AMEX,NA,female,50,Urban,Yes,31407,Single,Yes,Level1,1,3,Yes,Business,Yes,Yes,36-50,medium,1,2,1,1,1,3,3,6,med,Big family,Titan Customers,Email,test
2761,Ms.,AMEX,LAN manager,female,19,Urban,Yes,5005.8,Bundle,Yes,Level1,0,0,Yes,Backpacker,Yes,No,<=35,low,1,1,1,1,1,1,3,3,low,single,Millineum Potentials,SMS,test
2775,Ms.,Visa,NA,female,44,Urban,Yes,19207,Single,Yes,Level1,2,2,No,0,Yes,No,36-50,medium,1,2,1,1,0,0,2,3,low,Big family,Titan Customers,Email,test
2784,Mr.,Visa,Agricultural engineer,male,65,Rural,Yes,28273,Single,Yes,Level3,1,0,Yes,Senior,Yes,No,>50,medium,1,2,1,3,1,2,3,7,high,nuclear family,Titan Customers,Phone,test
2793,Mr.,No Card,NA,male,46,Rural,No,NA,No MotorInsurance,Yes,Level3,0,3,No,0,No,Yes,36-50,0,0,0,1,3,0,0,1,3,low,Big family,Ready Rurals,Phone,test
2795,Mrs.,AMEX,NA,female,45,Urban,Yes,35228,Single,Yes,Level2,1,3,No,0,Yes,Yes,36-50,high,1,3,1,2,0,0,2,5,med,Big family,Titan Customers,Email,test
2796,Mr.,No Card,Violin repairer,male,46,Rural,No,NA,No MotorInsurance,Yes,Level2,1,2,Yes,Premium,No,Yes,36-50,0,0,0,1,2,1,3,2,5,med,Big family,Ready Rurals,Phone,test
2809,Ms.,AMEX,Materials scientist,female,46,Urban,Yes,14003,Single,Yes,Level1,1,3,No,0,Yes,No,36-50,low,1,1,1,1,0,0,2,2,low,Big family,Ready Rurals,Phone,test
2810,Mr.,AMEX,Map editor,male,43,Rural,Yes,18018,Single,Yes,Level1,0,3,Yes,Standard,Yes,Yes,36-50,medium,1,2,1,1,1,2,3,5,med,Big family,Ready Rurals,Phone,test
2815,Mr.,AMEX,NA,male,53,Rural,Yes,35605,Single,No,0,No HI,No HI,Yes,Business,Yes,No,>50,high,1,3,0,0,1,3,2,6,med,No Health Insurance,Titan Customers,Email,test
2816,Mr.,Visa,Polisher,male,46,Urban,Yes,34894,Single,Yes,Level2,1,2,Yes,Standard,Yes,Yes,36-50,high,1,3,1,2,1,2,3,7,high,Big family,Titan Customers,Email,test
2817,Mr.,AMEX,Mortgage loan officer,male,50,Urban,Yes,32680,Bundle,Yes,Level2,2,3,No,0,Yes,Yes,36-50,high,1,3,1,2,0,0,2,5,med,Big family,Titan Customers,Email,test
2818,Mr.,Visa,Special education teacher,male,43,Urban,Yes,32369,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
2821,Mr.,Visa,NA,male,47,Rural,Yes,11055,Single,Yes,Level2,1,3,No,0,Yes,Yes,36-50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
2826,Mrs.,No Card,Dietetic technician,female,45,Rural,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,No,Yes,36-50,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Ready Rurals,Phone,test
2827,Mr.,AMEX,Pharmacist,male,47,Urban,Yes,34056,Single,Yes,Level1,0,2,Yes,Business,Yes,Yes,36-50,high,1,3,1,1,1,3,3,7,high,nuclear family,Titan Customers,Email,test
2831,Mrs.,AMEX,Handymen,female,23,Urban,Yes,5365,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,Yes,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
2832,Ms.,Visa,NA,female,19,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,No,<=35,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Millineum Potentials,SMS,test
2841,Mrs.,AMEX,City planner,female,47,Rural,No,NA,No MotorInsurance,Yes,Level2,0,2,Yes,Business,Yes,Yes,36-50,0,0,0,1,2,1,3,2,5,med,nuclear family,Ready Rurals,Phone,test
2848,Mr.,Visa,Bookkeeping clerk,male,44,Urban,Yes,29471,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
2849,Mrs.,AMEX,Aircraft surfaces assembler,female,18,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,Yes,Backpacker,Yes,Yes,<=35,0,0,0,0,0,1,1,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
2856,Ms.,AMEX,Line repairer,female,24,Rural,Yes,21238,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,medium,1,2,0,0,1,1,2,3,low,No Health Insurance,Millineum Potentials,Email,test
2867,Mr.,AMEX,Time and attendance clerk,male,46,Urban,Yes,13896,Single,No,0,No HI,No HI,No,0,Yes,No,36-50,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Ready Rurals,Phone,test
2872,Mr.,AMEX,Placement director,male,46,Urban,Yes,30585,Single,Yes,Level1,0,3,Yes,Standard,Yes,Yes,36-50,medium,1,2,1,1,1,2,3,5,med,Big family,Titan Customers,Email,test
2873,Mr.,Visa,Homeowner association manager,male,41,Rural,Yes,34270,Single,Yes,Level2,1,2,Yes,Backpacker,Yes,Yes,36-50,high,1,3,1,2,1,1,3,6,med,Big family,Titan Customers,Email,test
2885,Mr.,No Card,Radiologic nurse,male,23,Urban,Yes,24266,Bundle,No,0,No HI,No HI,Yes,Premium,No,No,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
2889,Dr.,Visa,Sorter,female,20,Urban,Yes,5070,Bundle,No,0,No HI,No HI,Yes,Premium,Yes,No,<=35,low,1,1,0,0,1,3,2,4,med,No Health Insurance,Millineum Potentials,SMS,test
2901,Mr.,AMEX,NA,male,71,Rural,Yes,23743,Single,Yes,Level2,0,0,Yes,Senior,Yes,No,>50,medium,1,2,1,2,1,2,3,6,med,single,Titan Customers,Phone,test
2902,Mr.,Visa,Cementing and gluing machine tender,male,43,Urban,No,NA,No MotorInsurance,No,0,No HI,No HI,No,0,Yes,No,36-50,0,0,0,0,0,0,0,0,0,noClue,No Health Insurance,Ready Rurals,Phone,test
2908,Mrs.,No Card,Human resources administrative assistant,female,45,Rural,Yes,31076,Single,Yes,Level3,1,3,No,0,No,Yes,36-50,medium,1,2,1,3,0,0,2,5,med,Big family,Ready Rurals,Phone,test
2915,Mr.,Visa,NA,male,48,Rural,Yes,16108,Single,Yes,Level2,1,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
2919,Mr.,Visa,Lawyer,male,21,Rural,Yes,20537,Single,No,0,No HI,No HI,Yes,Premium,Yes,No,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
2921,Ms.,No Card,NA,female,48,Urban,Yes,36065,Single,Yes,Level1,0,2,No,0,No,No,36-50,high,1,3,1,1,0,0,2,4,med,nuclear family,Titan Customers,Email,test
2926,Mr.,AMEX,Account executive,male,51,Urban,Yes,13793,Single,Yes,Level2,0,2,No,0,Yes,Yes,>50,low,1,1,1,2,0,0,2,3,low,nuclear family,Ready Rurals,Phone,test
2931,Ms.,Visa,Finance manager,female,21,Rural,Yes,22536,Bundle,No,0,No HI,No HI,No,0,Yes,No,<=35,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Millineum Potentials,Email,test
2934,Mr.,No Card,Food batchmaker,male,48,Urban,Yes,12181,Single,Yes,Level2,1,2,Yes,Standard,No,Yes,36-50,low,1,1,1,2,1,2,3,5,med,Big family,Ready Rurals,Phone,test
2940,Ms.,AMEX,University professor,female,19,Rural,Yes,5005.8,Bundle,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
2941,Mrs.,AMEX,NA,female,46,Urban,Yes,34652,Single,No,0,No HI,No HI,No,0,Yes,Yes,36-50,high,1,3,0,0,0,0,1,3,low,No Health Insurance,Titan Customers,Email,test
2944,Mr.,No Card,Historian,male,70,Urban,Yes,22218,Single,Yes,Level3,0,0,Yes,Premium,No,No,>50,medium,1,2,1,3,1,3,3,8,high,single,Titan Customers,Phone,test
2946,Mr.,Visa,Milling and planing machine tender,male,19,Rural,Yes,23873,Bundle,Yes,Level1,0,0,Yes,Premium,Yes,No,<=35,medium,1,2,1,1,1,3,3,6,med,single,Millineum Potentials,Email,test
2951,Mrs.,AMEX,NA,female,45,Urban,Yes,29029,Single,Yes,Level2,1,2,Yes,Business,Yes,Yes,36-50,medium,1,2,1,2,1,3,3,7,high,Big family,Titan Customers,Email,test
2952,Ms.,AMEX,Police dispatcher,female,49,Urban,Yes,33654,Single,Yes,Level2,1,3,Yes,Business,Yes,No,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
2956,Mrs.,No Card,NA,female,65,Urban,Yes,26631,Bundle,Yes,Level1,1,1,No,0,No,Yes,>50,medium,1,2,1,1,0,0,2,3,low,nuclear family,Titan Customers,Phone,test
2978,Ms.,Visa,NA,female,49,Urban,No,NA,No MotorInsurance,Yes,Level2,1,2,No,0,Yes,No,36-50,0,0,0,1,2,0,0,1,2,low,Big family,Ready Rurals,Phone,test
2979,Mr.,Visa,NA,male,51,Rural,Yes,9231,Single,Yes,Level2,1,3,No,0,Yes,Yes,>50,low,1,1,1,2,0,0,2,3,low,Big family,Ready Rurals,Phone,test
2996,Mrs.,AMEX,Job development specialist,female,46,Urban,Yes,34585,Single,Yes,Level2,2,3,Yes,Standard,Yes,Yes,36-50,high,1,3,1,2,1,2,3,7,high,Big family,Titan Customers,Email,test
3000,Mr.,Visa,NA,male,48,Urban,Yes,32253,Single,Yes,Level2,0,2,No,0,Yes,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Titan Customers,Email,test
3003,Mr.,No Card,NA,male,50,Urban,Yes,28566,Single,No,0,No HI,No HI,No,0,No,No,36-50,medium,1,2,0,0,0,0,1,2,low,No Health Insurance,Titan Customers,Email,test
3009,Ms.,Visa,Special education teacher,female,44,Urban,Yes,36194,Single,Yes,Level2,0,2,Yes,Business,Yes,No,36-50,high,1,3,1,2,1,3,3,8,high,nuclear family,Titan Customers,Email,test
3010,Ms.,Visa,NA,female,47,Urban,Yes,36413,Single,Yes,Level2,1,3,Yes,Business,Yes,No,36-50,high,1,3,1,2,1,3,3,8,high,Big family,Titan Customers,Email,test
3011,Mr.,AMEX,Fire prevention specialist,male,45,Urban,Yes,37369,Single,No,0,No HI,No HI,Yes,Business,Yes,No,36-50,high,1,3,0,0,1,3,2,6,med,No Health Insurance,Titan Customers,Email,test
3016,Dr.,Visa,NA,male,42,Urban,Yes,34006,Single,Yes,Level3,1,2,No,0,Yes,Yes,36-50,high,1,3,1,3,0,0,2,6,med,Big family,Titan Customers,Email,test
3018,Ms.,AMEX,NA,female,20,Rural,Yes,24239,Bundle,Yes,Level1,0,0,Yes,Standard,Yes,No,<=35,medium,1,2,1,1,1,2,3,5,med,single,Millineum Potentials,Email,test
3031,Mr.,No Card,Human resources representative,male,49,Rural,Yes,21339,Single,Yes,Level2,0,3,Yes,Standard,No,Yes,36-50,medium,1,2,1,2,1,2,3,6,med,Big family,Ready Rurals,Phone,test
3032,Mrs.,Visa,Gaming services,female,53,Urban,No,NA,No MotorInsurance,Yes,Level2,1,3,Yes,Business,Yes,Yes,>50,0,0,0,1,2,1,3,2,5,med,Big family,Ready Rurals,Phone,test
3033,Mrs.,Visa,Administrative support services director,female,47,Urban,Yes,19621,Single,Yes,Level1,1,3,No,0,Yes,Yes,36-50,medium,1,2,1,1,0,0,2,3,low,Big family,Titan Customers,Email,test
3036,Ms.,Visa,Electronic transcriber,female,19,Urban,Yes,5005.8,Single,No,0,No HI,No HI,Yes,Backpacker,Yes,No,<=35,low,1,1,0,0,1,1,2,2,low,No Health Insurance,Millineum Potentials,SMS,test
3038,Mrs.,Visa,Numerical tool and process control programmer,female,49,Rural,Yes,10375,Single,Yes,Level1,2,2,No,0,Yes,Yes,36-50,low,1,1,1,1,0,0,2,2,low,Big family,Ready Rurals,Phone,test
3039,Mrs.,Visa,NA,female,20,Urban,Yes,5109,Bundle,No,0,No HI,No HI,No,0,Yes,Yes,<=35,low,1,1,0,0,0,0,1,1,low,No Health Insurance,Millineum Potentials,SMS,test
3040,Ms.,Visa,NA,female,49,Urban,Yes,30921,Single,Yes,Level2,0,2,No,0,Yes,No,36-50,medium,1,2,1,2,0,0,2,4,med,nuclear family,Titan Customers,Email,test
3041,Mr.,Visa,Superintendent,male,20,Urban,Yes,27629,Bundle,Yes,Level1,0,0,Yes,Premium,Yes,No,<=35,medium,1,2,1,1,1,3,3,6,med,single,Millineum Potentials,Email,test
3049,Mrs.,Visa,Localization translator,female,19,Urban,Yes,23277,Bundle,No,0,No HI,No HI,Yes,Business,Yes,Yes,<=35,medium,1,2,0,0,1,3,2,5,med,No Health Insurance,Millineum Potentials,Email,test
3050,Mr.,No Card,NA,male,46,Urban,Yes,38180.4,Single,Yes,Level3,1,3,Yes,Business,No,Yes,36-50,high,1,3,1,3,1,3,3,9,high,Big family,Titan Customers,Email,test
3056,Mr.,No Card,Administrative support services director,male,45,Rural,Yes,17131,Single,Yes,Level2,1,3,No,0,No,Yes,36-50,medium,1,2,1,2,0,0,2,4,med,Big family,Ready Rurals,Phone,test
3060,Mr.,Visa,Brokerage sales assistant,male,44,Urban,Yes,15864,Single,Yes,Level1,0,2,Yes,Standard,Yes,Yes,36-50,medium,1,2,1,1,1,2,3,5,med,nuclear family,Titan Customers,Email,test
